21358|21358|servers|und|vmt010140176004|1|1|1434010703|1475493001|2|0|0|0|0
21359|21359|servers|und|vmt010140176007|1|1|1434010703|1475493001|2|0|0|0|0
21360|21360|servers|und|vmt010140176001|1|1|1434010703|1602222902|2|0|0|0|0
21361|21361|servers|und|vmd010140178003|1|1|1434010703|1602222902|2|0|0|0|0
21362|21362|servers|und|vmt010140176013|1|1|1434010703|1477455001|2|0|0|0|0
21363|21363|servers|und|vmd010140178035|1|1|1434010703|1602222902|2|0|0|0|0
21364|21364|servers|und|vmd010140178021|1|1|1434010703|1443678980|2|0|0|0|0
21365|21365|servers|und|vmt010140176087|1|1|1434010703|1434098701|2|0|0|0|0
21366|21366|servers|und|vmt010140176126|1|1|1434010703|1602222902|2|0|0|0|0
21367|21367|servers|und|vmd010140178011|1|1|1434010703|1455528001|2|0|0|0|0
21368|21368|servers|und|vmd010140178039|1|1|1434010703|1504186202|2|0|0|0|0
21369|21369|servers|und|vmd010140178046|1|1|1434010703|1554284402|2|0|0|0|0
21370|21370|servers|und|vmd010140178044|1|1|1434010703|1533889201|2|0|0|0|0
21371|21371|servers|und|vmd010140178045|1|1|1434010703|1569496501|2|0|0|0|0
21372|21372|servers|und|vmd010140178049|1|1|1434010703|1569826501|2|0|0|0|0
21373|21373|servers|und|vmd010140178047|1|1|1434010703|1569497401|2|0|0|0|0
21374|21374|servers|und|vmd010140178048|1|1|1434010703|1443202801|2|0|0|0|0
21375|21375|servers|und|vmd010140178050|1|1|1434010703|1485957245|2|0|0|0|0
21376|21376|servers|und|vmd010140178051|1|1|1434010703|1569568801|2|0|0|0|0
21377|21377|servers|und|vmd010140178055|1|1|1434010703|1536581101|2|0|0|0|0
21378|21378|servers|und|vmd010140178053|1|1|1434010703|1486112047|2|0|0|0|0
21379|21379|servers|und|vmd010140178054|1|1|1434010703|1539172201|2|0|0|0|0
21380|21380|servers|und|vmd010140178066|1|1|1434010703|1556609631|2|0|0|0|0
21381|21381|servers|und|vmd010140178063|1|1|1434010703|1454076136|2|0|0|0|0
21382|21382|servers|und|vmd010140178067|1|1|1434010703|1465461601|2|0|0|0|0
21383|21383|servers|und|vmd010140178068|1|1|1434010703|1464167779|2|0|0|0|0
21384|21384|servers|und|vmd010140178069|1|1|1434010703|1464172787|2|0|0|0|0
21385|21385|servers|und|vmd010140178070|1|1|1434010703|1513693031|2|0|0|0|0
21386|21386|servers|und|vmd010140178071|1|1|1434010703|1436518801|2|0|0|0|0
21387|21387|servers|und|vmt010140176052|1|1|1434010703|1571900701|2|0|0|0|0
21388|21388|servers|und|vmt010140176053|1|1|1434010703|1572337201|2|0|0|0|0
21389|21389|servers|und|vmt010140176066|1|1|1434010703|1571905501|2|0|0|0|0
21390|21390|servers|und|vmt010140176067|1|1|1434010703|1572280501|2|0|0|0|0
21391|21391|servers|und|vmt010140176054|1|1|1434010703|1572329101|2|0|0|0|0
21392|21392|servers|und|vmt010140176064|1|1|1434010703|1572333002|2|0|0|0|0
21393|21393|servers|und|vmt010140176069|1|1|1434010703|1572341701|2|0|0|0|0
21394|21394|servers|und|vmt010140176074|1|1|1434010703|1572273001|2|0|0|0|0
21395|21395|servers|und|vmt010140176075|1|1|1434010703|1572277201|2|0|0|0|0
21396|21396|servers|und|vmt010140176076|1|1|1434010703|1572345301|2|0|0|0|0
21397|21397|servers|und|vmd010140178040|1|1|1434010703|1443713057|2|0|0|0|0
21398|21398|servers|und|vmd010140178007|1|1|1434010703|1463999161|2|0|0|0|0
21399|21399|servers|und|vmd010140178072|1|1|1434010703|1490359801|2|0|0|0|0
21400|21400|servers|und|vmd010140178012|1|1|1434010703|1602222902|2|0|0|0|0
21401|21401|servers|und|vmd010140178033|1|1|1434010703|1463555869|2|0|0|0|0
21402|21402|servers|und|vmd010140178098|1|1|1434010703|1556109301|2|0|0|0|0
21403|21403|servers|und|vmd010140178100|1|1|1434010703|1569582302|2|0|0|0|0
21404|21404|servers|und|vmd010140178019|1|1|1434010703|1573559101|2|0|0|0|0
21405|21405|servers|und|vmt010140176035|1|1|1434010703|1472633101|2|0|0|0|0
21406|21406|servers|und|vmd010140178031|1|1|1434010703|1482492001|2|0|0|0|0
21407|21407|servers|und|vmd010140178032|1|1|1434010703|1485340801|2|0|0|0|0
21408|21408|servers|und|vmd010140178036|1|1|1434010703|1494317702|2|0|0|0|0
21409|21409|servers|und|vmd010140178037|1|1|1434010703|1471522201|2|0|0|0|0
21410|21410|servers|und|vmt010140176016|1|1|1434010703|1494321001|2|0|0|0|0
21411|21411|servers|und|vmd010140178014|1|1|1434010703|1456825201|2|0|0|0|0
21412|21412|servers|und|vmd010140178013|1|1|1434010703|1461922501|2|0|0|0|0
21413|21413|servers|und|vmd010140178081|1|1|1434010703|1573559701|2|0|0|0|0
21414|21414|servers|und|vmd010140178075|1|1|1434010703|1602222902|2|0|0|0|0
21415|21415|servers|und|vmd010140178080|1|1|1434010703|1573559701|2|0|0|0|0
21416|21416|servers|und|vmt010140176017|1|1|1434010703|1602222902|2|0|0|0|0
21417|21417|servers|und|vmd010140178015|1|1|1434010703|1602222902|2|0|0|0|0
21418|21418|servers|und|vmt010140176014|1|1|1434010703|1502354101|2|0|0|0|0
21419|21419|servers|und|vmt010140176027|1|1|1434010703|1502355001|2|0|0|0|0
21420|21420|servers|und|vmt010140176026|1|1|1434010703|1502355902|2|0|0|0|0
21421|21421|servers|und|vmt010140176057|1|1|1434010703|1502357401|2|0|0|0|0
21422|21422|servers|und|vmd010140178038|1|1|1434010703|1444900636|2|0|0|0|0
21423|21423|servers|und|vmd010140178018|1|1|1434010703|1594818902|2|0|0|0|0
21424|21424|servers|und|vmd010140178022|1|1|1434010703|1594818902|2|0|0|0|0
21425|21425|servers|und|vmd010140178057|1|1|1434010703|1594819801|2|0|0|0|0
21426|21426|servers|und|vmd010140178076|1|1|1434010703|1548680701|2|0|0|0|0
21427|21427|servers|und|vmd010140178058|1|1|1434010703|1602222902|2|0|0|0|0
21428|21428|servers|und|vmd010140178077|1|1|1434010703|1548683402|2|0|0|0|0
21429|21429|servers|und|vmd010140178078|1|1|1434010703|1548685502|2|0|0|0|0
21430|21430|servers|und|vmd010140178079|1|1|1434010703|1570623001|2|0|0|0|0
21431|21431|servers|und|vmt010140176028|1|1|1434010703|1545290102|2|0|0|0|0
21432|21432|servers|und|vmt010140176029|1|1|1434010703|1545290102|2|0|0|0|0
21433|21433|servers|und|vmd010140178001|1|1|1434010703|1563167701|2|0|0|0|0
21434|21434|servers|und|vmd010140178025|1|1|1434010703|1471609202|2|0|0|0|0
21435|21435|servers|und|vmd010140178026|1|1|1434010703|1563168002|2|0|0|0|0
21436|21436|servers|und|vmd010140178024|1|1|1434010703|1598853302|2|0|0|0|0
21437|21437|servers|und|vmd010140178005|1|1|1434010703|1602222902|2|0|0|0|0
21438|21438|servers|und|vmd010140178006|1|1|1434010703|1602222902|2|0|0|0|0
21439|21439|servers|und|vmd010140178060|1|1|1434010703|1538043301|2|0|0|0|0
21440|21440|servers|und|vmd010140178061|1|1|1434010703|1501486201|2|0|0|0|0
21441|21441|servers|und|vmt010140176034|1|1|1434010703|1602222902|2|0|0|0|0
21442|21442|servers|und|vmd010140178043|1|1|1434010703|1602222902|2|0|0|0|0
21443|21443|servers|und|vmd010140178042|1|1|1434010703|1514471702|2|0|0|0|0
21444|21444|servers|und|vmt010140176047|1|1|1434010703|1514471702|2|0|0|0|0
21445|21445|servers|und|vmt010140176059|1|1|1434010703|1602222902|2|0|0|0|0
21446|21446|servers|und|vmt010140176006|1|1|1434010703|1509369902|2|0|0|0|0
21447|21447|servers|und|vmt010140176005|1|1|1434010703|1509369301|2|0|0|0|0
21448|21448|servers|und|vmt010140176008|1|1|1434010703|1509369001|2|0|0|0|0
21449|21449|servers|und|vmt010140176036|1|1|1434010703|1602222902|2|0|0|0|0
21450|21450|servers|und|vmt010140176037|1|1|1434010703|1509368702|2|0|0|0|0
21451|21451|servers|und|vmt010140176040|1|1|1434010703|1509367502|2|0|0|0|0
21452|21452|servers|und|vmt010140176041|1|1|1434010703|1526555701|2|0|0|0|0
21453|21453|servers|und|vmt010140176042|1|1|1434010703|1509366601|2|0|0|0|0
21454|21454|servers|und|vmt010140176002|1|1|1434010703|1509621602|2|0|0|0|0
21455|21455|servers|und|vmt010140176009|1|1|1434010703|1509371701|2|0|0|0|0
21456|21456|servers|und|vmt010140176115|1|1|1434010703|1602222902|2|0|0|0|0
21457|21457|servers|und|vmt010140176021|1|1|1434010703|1477994701|2|0|0|0|0
21458|21458|servers|und|vmt010140176022|1|1|1434010703|1477995602|2|0|0|0|0
21459|21459|servers|und|vmt010140176024|1|1|1434010703|1442231570|2|0|0|0|0
21460|21460|servers|und|vmt010140176056|1|1|1434010703|1442231570|2|0|0|0|0
21461|21461|servers|und|vmt010140176083|1|1|1434010703|1442231570|2|0|0|0|0
21462|21462|servers|und|vmt010140176012|1|1|1434010703|1523529301|2|0|0|0|0
21463|21463|servers|und|vmt010140176018|1|1|1434010703|1538136602|2|0|0|0|0
