node|aanvraag|0|25986|25986|und|0|Identiek aan de al bestaande testserver voor Fleks (AIX, 10.140.176.17).\
Recente snapshot kan gebruikt worden om kopie te trekken.|\N
node|aanvraag|0|26013|26013|und|0|ModusOne brievenserver gelijk aan de overige ModusOne servers op OTOD|\N
node|aanvraag|0|26302|26302|und|0|UWV Persoons Administratie|\N
node|aanvraag|0|26307|26307|und|0|Graag voorzien van :\
- SQLSERVER 2012\
- .NET4.5\
- VISUAL STUDIO 2015\
- IIS |\N
node|aanvraag|0|26310|26310|und|0|UWV Persoons Administratie|\N
node|aanvraag|0|26506|26506|und|0|HGO is een .net-applicatie voor een archiveren en ontsluiten van historische gegevens. Het is een web-applicatie met een Oracle 11g-database. Ook is er een webservice koppeling via de KlantBeeldServer met Suwinet-Inkijk|\N
node|aanvraag|0|26507|26507|und|0|PDI: PremieDIfferentiatie\
Ondersteuning afdeling bijzondere premietaken bij vaststellen werkgeverpremie tbv de belastingdienst.|\N
node|aanvraag|0|26627|26627|und|0|Deze is ten behoeve van testwerkzaamheden van het Lab ivm project DWBB|\N
node|aanvraag|0|26814|26814|und|0|Werk.nl / Sonar / Elise|\N
node|aanvraag|0|26916|26916|und|0|De Werk.nl applicatie plus supporting servers voor MQ en Hi postcode.|\N
node|aanvraag|0|27077|27077|und|0|TFS2015|\N
node|aanvraag|0|27121|27121|und|0|HI Postcode server tbv Werk.nl|\N
node|aanvraag|0|27149|27149|und|0|Tijdelijke server tbv de initele inrichting van de diverse omgevingen.|\N
node|aanvraag|0|27229|27229|und|0|Management Informatie Voorziening is een Oracle Database Applicatie|\N
node|aanvraag|0|27230|27230|und|0|Management Informatie Voorziening is een Oracle Database Applicatie|\N
node|aanvraag|0|27276|27276|und|0|Kale Windows 2012 R server met SQL Server 2012 en IIS|\N
node|aanvraag|0|27443|27443|und|0|GCU, pakket om correspondentie aan te maken en te verwerken.|\N
node|aanvraag|0|27527|27527|und|0|BizTalk Processing server|\N
node|aanvraag|0|27647|27647|und|0|Een set .NET applicaties tbv UWV.NL|\N
node|aanvraag|0|27828|27828|und|0|Oracle Peoplesoft ERP 9.2|\N
node|aanvraag|0|27833|27833|und|0|nvt|\N
node|aanvraag|0|27907|27907|und|0|Dit zijn de support servers (TFS, Nuget en buildservers) voor de K&S omgeving|\N
node|aanvraag|0|28343|28343|und|0|De werk.nl website. Er zijn 2 TO omgevingen ingericht. Dit is de 3e en laatste O omgeving.|\N
node|aanvraag|0|28448|28448|und|0|WBS Ketentestomgeving|\N
node|aanvraag|0|28449|28449|und|0|Dit is de aanvraag voor de 5 missende servers.|\N
node|aanvraag|0|28713|28713|und|0|Oracle PeopleSoft Financials & Human Capital Management|\N
node|aanvraag|0|28720|28720|und|0|Brievensysteem van B&B|\N
node|aanvraag|0|28737|28737|und|0|Elise 6.6|\N
node|aanvraag|0|28752|28752|und|0|N.v.t. Er wordt een AIX server aangevraagd. Verder TET zal deze server via een clone methode als T2 inrichten.\
De verwachting dat op deze applicatieserver volgende applicaties komen staan:\
Polis Bron, \
Polis Database,\
Polis Leveren, \
Polis Bulk Leveren, \
PLM,\
ABO,\
PWS,\
UPA\
\
|\N
node|aanvraag|0|28961|28961|und|0|Virtuele werkplek voor John Wolthuis (JWO066)|\N
node|aanvraag|0|29068|29068|und|0|Monitoring tool|\N
node|aanvraag|0|29103|29103|und|0|Oracle Service Bus. Deze wordt 'los geweekt' uit Werk.nl en als aparte entiteit neergezet.|\N
node|aanvraag|0|29104|29104|und|0|Oracle Business Intelligence|\N
node|aanvraag|0|29122|29122|und|0|Loket Individuele Reactie Afhandeling|\N
node|aanvraag|0|29295|29295|und|0|Tooling voor de programmeurs|\N
node|aanvraag|0|29373|29373|und|0|HGO is een .net applicatie voor het opslaan en inkijken van historische data gedurende de bewaartermijnen. HGO levert ook via een webservice gegevens aan aan de SUWINET-keten (via KBS)|\N
node|aanvraag|0|29547|29547|und|0|Virtualisation tool|\N
node|aanvraag|0|29658|29658|und|0|Sonar|\N
